image_name,pred,target,fold
ISIC_2637011,0.2571555,0,0
ISIC_0076262,0.02831687,0,0
ISIC_0074268,0.019604223,0,0
ISIC_0015719,0.015990673,0,0
ISIC_0082543,0.0130478125,0,0
ISIC_0075663,0.02080737,0,0
ISIC_0068279,0.043724492,0,0
ISIC_0089401,0.013668862,0,0
ISIC_0076742,0.03567779,0,0
ISIC_0075914,0.025156844,0,0
ISIC_0091559,0.018948141,0,0
ISIC_0083035,0.016564718,0,0
ISIC_0078703,0.019107435,0,0
ISIC_0096328,0.03415871,0,0
ISIC_0085172,0.009978794,0,0
ISIC_0092726,0.12911133,0,0
ISIC_0097499,0.01724597,0,0
ISIC_0089738,0.10726515,0,0
ISIC_0147869,0.012741499,0,0
ISIC_0150975,0.12732156,0,0
ISIC_0092870,0.18942371,0,0
ISIC_0148677,0.018538428,0,0
ISIC_0158127,0.0136884395,0,0
ISIC_0094775,0.029321264,0,0
ISIC_0149568,0.035756595,1,0
ISIC_0160270,0.0229309,0,0
ISIC_0097997,0.03536387,0,0
ISIC_0153549,0.043177087,0,0
ISIC_0163812,0.067337446,0,0
ISIC_0103298,0.013456954,0,0
ISIC_0154870,0.01326677,0,0
ISIC_0165945,0.08098624,0,0
ISIC_0109869,0.01930863,0,0
ISIC_0156772,0.044661265,0,0
ISIC_0185547,0.01904953,0,0
ISIC_0151200,0.04083963,0,0
ISIC_0164603,0.11150843,0,0
ISIC_0186437,0.013120879,0,0
ISIC_0154338,0.04517415,0,0
ISIC_0170696,0.17491819,0,0
ISIC_0186501,0.026064726,0,0
ISIC_0155012,0.085162215,0,0
ISIC_0179056,0.040622365,0,0
ISIC_0188955,0.053170454,0,0
ISIC_0159782,0.057612903,0,0
ISIC_0179104,0.032972425,0,0
ISIC_0189336,0.017248388,0,0
ISIC_0159996,0.13120477,0,0
ISIC_0184482,0.03646921,0,0
ISIC_0192701,0.01984841,0,0
ISIC_0164809,0.2142004,0,0
ISIC_0187428,0.10152401,0,0
ISIC_0193785,0.016173938,0,0
ISIC_0166202,0.21804558,0,0
ISIC_0189333,0.12436006,0,0
ISIC_0199261,0.01395154,0,0
ISIC_0170583,0.044743158,0,0
ISIC_0194550,0.03138737,0,0
ISIC_0199455,0.048574217,0,0
ISIC_0170636,0.040083706,0,0
ISIC_0196694,0.035795946,0,0
ISIC_0203016,0.036059987,0,0
ISIC_0174405,0.09107777,0,0
ISIC_0200999,0.16691625,0,0
ISIC_0204580,0.11581311,0,0
ISIC_0187498,0.033457525,0,0
ISIC_0202259,0.030649483,0,0
ISIC_0206079,0.01824565,0,0
ISIC_0196399,0.09793085,0,0
ISIC_0202576,0.018845104,0,0
ISIC_0213974,0.014560146,0,0
ISIC_0202023,0.0269846,0,0
ISIC_0204275,0.025538478,0,0
ISIC_0215054,0.15293595,0,0
ISIC_0204994,0.34345976,0,0
ISIC_0205127,0.032949477,0,0
ISIC_0215112,0.030486384,0,0
ISIC_0214186,0.020165948,0,0
ISIC_0215966,0.07581576,0,0
ISIC_0216690,0.023887048,0,0
ISIC_0219450,0.08691501,0,0
ISIC_0220649,0.14098606,0,0
ISIC_0217267,0.018973857,0,0
ISIC_0224300,0.18994848,0,0
ISIC_0225245,0.028821047,0,0
ISIC_0218575,0.017325887,0,0
ISIC_0228497,0.013633184,0,0
ISIC_0229459,0.02476106,0,0
ISIC_0219948,0.020432383,0,0
ISIC_0229265,0.050957747,0,0
ISIC_0229832,0.04082357,0,0
ISIC_0222150,0.045207083,0,0
ISIC_0229871,0.051263362,0,0
ISIC_0232963,0.033693295,0,0
ISIC_0224919,0.050129846,0,0
ISIC_0232785,0.03989002,0,0
ISIC_0233487,0.030479599,0,0
ISIC_0231167,0.020967731,0,0
ISIC_0236531,0.096647866,0,0
ISIC_0234146,0.027431156,0,0
ISIC_0232101,0.11160451,1,0
ISIC_0238711,0.016221717,0,0
ISIC_0236261,0.06670422,0,0
ISIC_0234248,0.057134192,0,0
ISIC_0238824,0.03539762,0,0
ISIC_0237721,0.04520423,0,0
