image_name,pred,target,fold
ISIC_2637011,0.26563236,0,0
ISIC_0076262,0.1466954,0,0
ISIC_0074268,0.021336094,0,0
ISIC_0015719,0.06865269,0,0
ISIC_0082543,0.02078904,0,0
ISIC_0075663,0.021994779,0,0
ISIC_0068279,0.06514672,0,0
ISIC_0089401,0.038567185,0,0
ISIC_0076742,0.04221993,0,0
ISIC_0075914,0.13504788,0,0
ISIC_0091559,0.025850194,0,0
ISIC_0083035,0.022393206,0,0
ISIC_0078703,0.034341328,0,0
ISIC_0096328,0.03968709,0,0
ISIC_0085172,0.052339252,0,0
ISIC_0092726,0.03553464,0,0
ISIC_0097499,0.029017767,0,0
ISIC_0089738,0.063539356,0,0
ISIC_0147869,0.025692897,0,0
ISIC_0150975,0.23872112,0,0
ISIC_0092870,0.3708998,0,0
ISIC_0148677,0.027188746,0,0
ISIC_0158127,0.026166292,0,0
ISIC_0094775,0.024825582,0,0
ISIC_0149568,0.13559896,1,0
ISIC_0160270,0.027959054,0,0
ISIC_0097997,0.031450596,0,0
ISIC_0153549,0.026210407,0,0
ISIC_0163812,0.10169824,0,0
ISIC_0103298,0.025784004,0,0
ISIC_0154870,0.02094697,0,0
ISIC_0165945,0.099446386,0,0
ISIC_0109869,0.023016918,0,0
ISIC_0156772,0.48762298,0,0
ISIC_0185547,0.023034608,0,0
ISIC_0151200,0.1764087,0,0
ISIC_0164603,0.039393377,0,0
ISIC_0186437,0.0248162,0,0
ISIC_0154338,0.04519902,0,0
ISIC_0170696,0.18313129,0,0
ISIC_0186501,0.029928515,0,0
ISIC_0155012,0.054175247,0,0
ISIC_0179056,0.19126081,0,0
ISIC_0188955,0.09150765,0,0
ISIC_0159782,0.07477395,0,0
ISIC_0179104,0.14914858,0,0
ISIC_0189336,0.02811219,0,0
ISIC_0159996,0.4096241,0,0
ISIC_0184482,0.10468708,0,0
ISIC_0192701,0.04214432,0,0
ISIC_0164809,0.11061337,0,0
ISIC_0187428,0.3712549,0,0
ISIC_0193785,0.06492151,0,0
ISIC_0166202,0.30803162,0,0
ISIC_0189333,0.19979034,0,0
ISIC_0199261,0.04266187,0,0
ISIC_0170583,0.044678476,0,0
ISIC_0194550,0.03370507,0,0
ISIC_0199455,0.1527489,0,0
ISIC_0170636,0.06903318,0,0
ISIC_0196694,0.053608734,0,0
ISIC_0203016,0.035317797,0,0
ISIC_0174405,0.21155669,0,0
ISIC_0200999,0.17598623,0,0
ISIC_0204580,0.09790336,0,0
ISIC_0187498,0.06794723,0,0
ISIC_0202259,0.045357194,0,0
ISIC_0206079,0.024878373,0,0
ISIC_0196399,0.24898218,0,0
ISIC_0202576,0.019161358,0,0
ISIC_0213974,0.020378139,0,0
ISIC_0202023,0.029924348,0,0
ISIC_0204275,0.035389245,0,0
ISIC_0215054,0.14442153,0,0
ISIC_0204994,0.4562886,0,0
ISIC_0205127,0.03587387,0,0
ISIC_0215112,0.043992553,0,0
ISIC_0214186,0.026668835,0,0
ISIC_0215966,0.113775,0,0
ISIC_0216690,0.029368531,0,0
ISIC_0219450,0.1988858,0,0
ISIC_0220649,0.3165633,0,0
ISIC_0217267,0.023319284,0,0
ISIC_0224300,0.10819359,0,0
ISIC_0225245,0.038663507,0,0
ISIC_0218575,0.025137419,0,0
ISIC_0228497,0.021364566,0,0
ISIC_0229459,0.13787304,0,0
ISIC_0219948,0.02842428,0,0
ISIC_0229265,0.06542563,0,0
ISIC_0229832,0.03703589,0,0
ISIC_0222150,0.030502269,0,0
ISIC_0229871,0.060745366,0,0
ISIC_0232963,0.03626549,0,0
ISIC_0224919,0.05092311,0,0
ISIC_0232785,0.044057686,0,0
ISIC_0233487,0.071119465,0,0
ISIC_0231167,0.022038102,0,0
ISIC_0236531,0.18530959,0,0
ISIC_0234146,0.08780894,0,0
ISIC_0232101,0.31126666,1,0
ISIC_0238711,0.043017156,0,0
ISIC_0236261,0.042912226,0,0
ISIC_0234248,0.048119552,0,0
ISIC_0238824,0.07664634,0,0
ISIC_0237721,0.032591805,0,0
ISIC_0239843,0.16436456,0,0
ISIC_0238940,0.031805027,0,0
ISIC_0238871,0.029113537,0,0
ISIC_0242433,0.051641975,0,0
ISIC_0243683,0.624471,0,0
ISIC_0239597,0.40936893,0,0
ISIC_0243849,0.032594156,0,0
ISIC_0250842,0.026299914,0,0
ISIC_0248321,0.17250073,0,0
ISIC_0248114,0.8084781,0,0
ISIC_0251149,0.08997129,0,0
ISIC_0248628,0.041802447,0,0
ISIC_0248521,0.0286705,0,0
ISIC_0252448,0.031545073,0,0
ISIC_0248936,0.019923588,0,0
ISIC_0253367,0.03838989,0,0
ISIC_0253516,0.06560062,0,0
ISIC_0250064,0.04246341,0,0
ISIC_0254517,0.06714451,0,0
ISIC_0256926,0.19081914,0,0
ISIC_0252649,0.064501055,0,0
ISIC_0258806,0.033968944,0,0
ISIC_0262276,0.14821313,0,0
ISIC_0254698,0.045718454,0,0
ISIC_0294170,0.16844937,0,0
ISIC_0271408,0.034769244,0,0
ISIC_0255914,0.033831224,0,0
ISIC_0298274,0.095823415,0,0
ISIC_0273664,0.028353045,0,0
ISIC_0258061,0.30482772,0,0
ISIC_0299504,0.1629964,0,0
ISIC_0278346,0.35628927,0,0
ISIC_0258821,0.028716233,0,0
ISIC_0301191,0.039593942,0,0
ISIC_0279526,0.056745593,0,0
ISIC_0262401,0.0314375,0,0
ISIC_0302804,0.024314485,0,0
ISIC_0286360,0.5316308,1,0
ISIC_0267054,0.18977408,0,0
ISIC_0305679,0.06328528,0,0
ISIC_0290881,0.18459949,0,0
ISIC_0268187,0.042987633,0,0
ISIC_0307377,0.047437217,0,0
ISIC_0293607,0.07118002,0,0
ISIC_0268633,0.03718852,0,0
ISIC_0315525,0.028714634,0,0
ISIC_0294733,0.043520104,0,0
ISIC_0270289,0.022162545,0,0
ISIC_0316826,0.3544648,0,0
ISIC_0294910,0.059451383,0,0
ISIC_0275984,0.79447967,0,0
ISIC_0322340,0.6296737,0,0
ISIC_0297186,0.05997893,0,0
ISIC_0278126,0.026835112,0,0
ISIC_0322967,0.06552037,0,0
ISIC_0300915,0.12305665,0,0
ISIC_0278130,0.030056074,0,0
ISIC_0325416,0.16227153,0,0
ISIC_0301931,0.12855221,0,0
