image_name,pred,target,fold
ISIC_2637011,0.042096168,0,0
ISIC_0076262,0.051949125,0,0
ISIC_0074268,0.02437599,0,0
ISIC_0015719,0.01987547,0,0
ISIC_0082543,0.023681745,0,0
ISIC_0075663,0.02667751,0,0
ISIC_0068279,0.058878347,0,0
ISIC_0089401,0.022799464,0,0
ISIC_0076742,0.026121823,0,0
ISIC_0075914,0.044756323,0,0
ISIC_0091559,0.027215926,0,0
ISIC_0083035,0.023747424,0,0
ISIC_0078703,0.029162955,0,0
ISIC_0096328,0.033362918,0,0
ISIC_0085172,0.032835823,0,0
ISIC_0092726,0.08918065,0,0
ISIC_0097499,0.037237007,0,0
ISIC_0089738,0.048247628,0,0
ISIC_0147869,0.022751907,0,0
ISIC_0150975,0.0499959,0,0
ISIC_0092870,0.49942026,0,0
ISIC_0148677,0.028715985,0,0
ISIC_0158127,0.024397543,0,0
ISIC_0094775,0.020890363,0,0
ISIC_0149568,0.06081732,1,0
ISIC_0160270,0.03242937,0,0
ISIC_0097997,0.077517666,0,0
ISIC_0153549,0.03597336,0,0
ISIC_0163812,0.051002957,0,0
ISIC_0103298,0.02710058,0,0
ISIC_0154870,0.02682943,0,0
ISIC_0165945,0.047630712,0,0
ISIC_0109869,0.032633215,0,0
ISIC_0156772,0.10674197,0,0
ISIC_0185547,0.026802888,0,0
ISIC_0151200,0.10324704,0,0
ISIC_0164603,0.11645759,0,0
ISIC_0186437,0.026577044,0,0
ISIC_0154338,0.04363552,0,0
ISIC_0170696,0.18461548,0,0
ISIC_0186501,0.035227805,0,0
ISIC_0155012,0.083418645,0,0
ISIC_0179056,0.047285326,0,0
ISIC_0188955,0.03512972,0,0
ISIC_0159782,0.09737865,0,0
ISIC_0179104,0.06894601,0,0
ISIC_0189336,0.028124778,0,0
ISIC_0159996,0.22547527,0,0
ISIC_0184482,0.031475287,0,0
ISIC_0192701,0.03237961,0,0
ISIC_0164809,0.11314737,0,0
ISIC_0187428,0.16723679,0,0
ISIC_0193785,0.02560953,0,0
ISIC_0166202,0.13427626,0,0
ISIC_0189333,0.1178301,0,0
ISIC_0199261,0.036136884,0,0
ISIC_0170583,0.027193401,0,0
ISIC_0194550,0.049397934,0,0
ISIC_0199455,0.06360315,0,0
ISIC_0170636,0.028035121,0,0
ISIC_0196694,0.03823217,0,0
ISIC_0203016,0.031490915,0,0
ISIC_0174405,0.36094368,0,0
ISIC_0200999,0.07664869,0,0
ISIC_0204580,0.09158432,0,0
ISIC_0187498,0.03968783,0,0
ISIC_0202259,0.03229891,0,0
ISIC_0206079,0.015705194,0,0
ISIC_0196399,0.06149737,0,0
ISIC_0202576,0.028632782,0,0
ISIC_0213974,0.026059803,0,0
ISIC_0202023,0.029697727,0,0
ISIC_0204275,0.023378983,0,0
ISIC_0215054,0.16923614,0,0
ISIC_0204994,0.45316297,0,0
ISIC_0205127,0.043660924,0,0
ISIC_0215112,0.042403094,0,0
ISIC_0214186,0.024119062,0,0
ISIC_0215966,0.064964615,0,0
ISIC_0216690,0.022025138,0,0
ISIC_0219450,0.20497552,0,0
ISIC_0220649,0.15176204,0,0
ISIC_0217267,0.019896818,0,0
ISIC_0224300,0.13285734,0,0
ISIC_0225245,0.044593647,0,0
ISIC_0218575,0.026399693,0,0
ISIC_0228497,0.027334653,0,0
ISIC_0229459,0.04846511,0,0
ISIC_0219948,0.016378103,0,0
ISIC_0229265,0.045023423,0,0
ISIC_0229832,0.03431066,0,0
ISIC_0222150,0.066959396,0,0
ISIC_0229871,0.032310355,0,0
ISIC_0232963,0.028532932,0,0
ISIC_0224919,0.039631322,0,0
ISIC_0232785,0.17211498,0,0
ISIC_0233487,0.08013334,0,0
ISIC_0231167,0.022734215,0,0
ISIC_0236531,0.089299425,0,0
ISIC_0234146,0.034474846,0,0
ISIC_0232101,0.15527746,1,0
ISIC_0238711,0.029231379,0,0
ISIC_0236261,0.064588584,0,0
ISIC_0234248,0.030165737,0,0
ISIC_0238824,0.0598565,0,0
ISIC_0237721,0.059474498,0,0
ISIC_0239843,0.1261072,0,0
ISIC_0238940,0.03349083,0,0
ISIC_0238871,0.028212037,0,0
ISIC_0242433,0.03131818,0,0
ISIC_0243683,0.31051436,0,0
ISIC_0239597,0.514336,0,0
ISIC_0243849,0.040834498,0,0
ISIC_0250842,0.032195795,0,0
ISIC_0248321,0.06669208,0,0
ISIC_0248114,0.37489384,0,0
ISIC_0251149,0.10495541,0,0
ISIC_0248628,0.028284118,0,0
ISIC_0248521,0.0359712,0,0
ISIC_0252448,0.040379144,0,0
ISIC_0248936,0.028616564,0,0
ISIC_0253367,0.039376546,0,0
ISIC_0253516,0.030207684,0,0
ISIC_0250064,0.040595174,0,0
ISIC_0254517,0.050545976,0,0
ISIC_0256926,0.061773907,0,0
ISIC_0252649,0.06315803,0,0
ISIC_0258806,0.024291374,0,0
ISIC_0262276,0.22814944,0,0
ISIC_0254698,0.049127635,0,0
ISIC_0294170,0.09470129,0,0
ISIC_0271408,0.034701325,0,0
ISIC_0255914,0.09826773,0,0
ISIC_0298274,0.13213597,0,0
ISIC_0273664,0.034693234,0,0
ISIC_0258061,0.22932872,0,0
ISIC_0299504,0.048928436,0,0
ISIC_0278346,0.1899575,0,0
ISIC_0258821,0.028004315,0,0
ISIC_0301191,0.037516173,0,0
ISIC_0279526,0.094828166,0,0
ISIC_0262401,0.028600482,0,0
ISIC_0302804,0.02558219,0,0
ISIC_0286360,0.18663338,1,0
ISIC_0267054,0.029165808,0,0
ISIC_0305679,0.019042056,0,0
ISIC_0290881,0.041400727,0,0
ISIC_0268187,0.030243983,0,0
ISIC_0307377,0.09627511,0,0
ISIC_0293607,0.117650166,0,0
ISIC_0268633,0.046726033,0,0
ISIC_0315525,0.023558188,0,0
ISIC_0294733,0.032789327,0,0
ISIC_0270289,0.032293025,0,0
ISIC_0316826,0.26533866,0,0
ISIC_0294910,0.0331224,0,0
ISIC_0275984,0.25412756,0,0
ISIC_0322340,0.030632377,0,0
ISIC_0297186,0.036684405,0,0
ISIC_0278126,0.023595465,0,0
ISIC_0322967,0.037849266,0,0
ISIC_0300915,0.06542374,0,0
ISIC_0278130,0.021731049,0,0
ISIC_0325416,0.109810576,0,0
ISIC_0301931,0.07118779,0,0
ISIC_0280208,0.041509118,0,0
ISIC_0326523,0.23020165,0,0
ISIC_0308722,0.16174665,0,0
ISIC_0281291,0.035376254,0,0
ISIC_0334227,0.029110469,0,0
ISIC_0317589,0.06483949,0,0
ISIC_0281658,0.048968133,0,0
ISIC_0335396,0.02665771,0,0
ISIC_0334024,0.064161144,0,0
ISIC_0284422,0.05280343,0,0
ISIC_0337631,0.12816039,1,0
ISIC_0339930,0.02975765,0,0
ISIC_0286750,0.033429638,0,0
ISIC_0338377,0.030106312,0,0
ISIC_0341663,0.050162405,0,0
ISIC_0295178,0.07221433,0,0
ISIC_0338712,0.06172516,0,0
ISIC_0342557,0.045763046,0,0
ISIC_0304703,0.050912596,0,0
ISIC_0354589,0.022369348,0,0
ISIC_0342587,0.059106175,0,0
ISIC_0308133,0.09219414,0,0
ISIC_0357043,0.0650935,0,0
ISIC_0344052,0.12295094,0,0
ISIC_0311112,0.063022494,0,0
ISIC_0358071,0.045646466,0,0
ISIC_0347824,0.16492863,0,0
ISIC_0311369,0.022265354,0,0
ISIC_0364478,0.07145556,0,0
ISIC_0349484,0.02702169,0,0
ISIC_0313422,0.027862063,0,0
ISIC_0379979,0.04649014,0,0
ISIC_0349996,0.03219618,0,0
ISIC_0313507,0.04108147,0,0
ISIC_0380954,0.024630174,0,0
ISIC_0350472,0.035593934,0,0
ISIC_0322004,0.022903409,0,0
ISIC_0395456,0.46534684,0,0
ISIC_0357231,0.028722936,0,0
ISIC_0324600,0.07541902,0,0
ISIC_0412659,0.024978496,0,0
ISIC_0359307,0.46915758,0,0
ISIC_0325664,0.08257612,0,0
ISIC_0422061,0.02508703,0,0
ISIC_0367913,0.07206254,0,0
ISIC_0332865,0.018144596,0,0
